abv,avail,avg_score,beer_name_og,brewery_og,category_og,city_og,ibu,num_of_ratings,state_og,style,style_og
7.20,Limited (brewed once),4.17,Uranus - 100% Brettanomyces Golden Ale,Midnight Sun Brewing Co.,Belgian and French Ale,Anchorage,27,37,Alaska,Belgian Strong Pale Ale,Other Belgian-Style Ales
4.50,Year-round,2.99,Forty-Niner Gold Lager,Oak Creek Brewery,North American Lager,Sedona,-1,16,Arizona,American Lager,American-Style Lager
5.00,Rotating,3.33,Oak Creek Amber Ale,Oak Creek Brewery,North American Ale,Sedona,-1,84,Arizona,American Amber / Red Ale,American-Style Amber/Red Ale
5.50,Year-round,3.91,Climax Extra Special Bitter Ale,Climax Brewing Copmany,British Ale,Roselle Park,-1,92,New Jersey,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
7.50,Rotating,3.6,Climax Doppel Bock,Climax Brewing Copmany,German Lager,Roselle Park,-1,27,New Jersey,German Doppelbock,German-Style Doppelbock
4.50,Limited (brewed once),4.12,Rondy Brew 2009,Midnight Sun Brewing Co.,North American Ale,Anchorage,-1,4,Alaska,American Pale Ale (APA),American-Style Pale Ale
6.20,Rotating,4.09,Richbrau India Pale Ale,Richbrau Brewing Company,North American Ale,Richmond,-1,9,Virginia,English India Pale Ale (IPA),American-Style India Pale Ale
5.00,Rotating,3.54,Old Walt Smoked Wit,The Blind Bat Brewery LLC,Belgian and French Ale,Centerport,-1,1,New York,Belgian Witbier,Belgian-Style White
6.50,Year-round,3.66,Indian Red Ale,Valley Brewing Company,North American Ale,Stockton,-1,9,California,American Amber / Red Ale,American-Style Amber/Red Ale
4.80,Year-round,3.72,Thunder Hole Ale,Bar Harbor Brewing Company,North American Ale,Bar Harbor,-1,250,Maine,English Brown Ale,American-Style Brown Ale
5.80,Winter,3.67,Boulevard Irish Ale,Boulevard Brewing Company,Irish Ale,Kansas City,30,621,Missouri,Irish Red Ale,Irish-Style Red Ale
11.60,Winter,4.12,Black Ops,Brooklyn Brewery,North American Ale,Brooklyn,-1,2501,New York,Russian Imperial Stout,American-Style Imperial Stout
6.00,Year-round,2.99,Standing Stone Amber Ale,Standing Stone Brewing Company,North American Ale,Ashland,-1,13,Oregon,American Amber / Red Ale,American-Style Amber/Red Ale
5.90,Year-round,3.56,Cottonwood Endo India Pale Ale,Carolina Beer Company,North American Ale,Mooresville,-1,196,North Carolina,American IPA,American-Style India Pale Ale
5.10,Rotating,3.41,Satsuma Harvest Wit,Abita Brewing Company,Belgian and French Ale,Abita Springs,17,352,Louisiana,Belgian Witbier,Belgian-Style White
5.40,Rotating,3.63,Pine Tar Stout,Prescott Brewing Company,North American Ale,Prescott,-1,3,Arizona,English Oatmeal Stout,American-Style Stout
-1,Rotating,3.66,Ponderosa IPA,Prescott Brewing Company,North American Ale,Prescott,-1,116,Arizona,American IPA,American-Style India Pale Ale
5.00,Year-round,3.19,Derailed Black Cherry Ale,Erie Brewing Company,Other Style,Erie,-1,243,Pennsylvania,American Cream Ale,Fruit Beer
-1,Year-round,3.18,50 CAT IPA,Vintage 50 Restaurant and Brew Lounge,North American Ale,Leesburg,-1,11,Virginia,American IPA,American-Style India Pale Ale
6.80,Year-round,4.1,Modus Hoperandi,Ska Brewing Company,North American Ale,Durango,88,2784,Colorado,American IPA,American-Style India Pale Ale
4.80,Year-round,3.76,Brown Bird Brown Ale,Captain Lawrence Brewing Company,North American Ale,Pleasantville,-1,125,New York,American Brown Ale,American-Style Brown Ale
9.00,Rotating,4.14,Squall IPA,Dogfish Head Craft Brewery,North American Ale,Milton,-1,1489,Delaware,American Imperial IPA,Imperial or Double India Pale Ale
6.80,Year-round,3.82,Hoppin' To Heaven IPA,Hoppin Frog Brewery,North American Ale,Akron,68,455,Ohio,American IPA,American-Style India Pale Ale
7.60,Year-round,3.83,Bodacious Black and Tan,Hoppin Frog Brewery,,Akron,-1,173,Ohio,American Porter,
-1,Year-round,2.98,Full Tilt IPA,Harbor City Brewing,North American Ale,Port Washington,-1,35,Wisconsin,American IPA,American-Style India Pale Ale
6.00,Year-round,4.38,Artisan Saison,Rocky River Brewing,,Rocky River,-1,1,Ohio,Belgian Saison,
5.20,Year-round,4.08,Potrero ESB,21st Amendment Brewery Cafe,British Ale,San Francisco,-1,3,California,English Extra Special / Strong Bitter (ESB),Special Bitter or Best Bitter
5.80,Year-round,3.46,Samuel Adams Irish Red,Boston Beer Company,Irish Ale,Boston,-1,2562,Massachusetts,Irish Red Ale,Irish-Style Red Ale
5.20,Year-round,3.48,Fegley's Amber Lager,Allentown Brew Works,North American Ale,Allentown,-1,30,Pennsylvania,American Amber / Red Lager,American-Style Amber/Red Ale
6.00,Rotating,3.91,Feast of Fools,Magic Hat,Other Style,South Burlington,28,224,Vermont,American Stout,Fruit Beer
7.80,Winter,4.2,Thumbsucker,Magic Hat,North American Ale,South Burlington,-1,86,Vermont,Russian Imperial Stout,American-Style Imperial Stout
-1,Limited (brewed once),3.18,Hoppy Frog,Rogue Ales,North American Ale,Newport,-1,1,Oregon,American IPA,American-Style India Pale Ale
5.20,Rotating,3.71,Twisted Kilt Scotch Ale,Thirsty Dog Brewing,British Ale,Akron,-1,201,Ohio,Scottish Ale,Scotch Ale
4.50,Year-round,3.55,Upland Wheat Ale,Upland Brewing,Other Style,Bloomington,-1,446,Indiana,Belgian Witbier,Light American Wheat Ale or Lager
4.50,Year-round,3.55,Geary's Pale Ale,D.L. Geary Brewing Company,British Ale,Portland,-1,434,Maine,English Pale Ale,Special Bitter or Best Bitter
10.00,Winter,4.15,Black Chocolate Stout,Brooklyn Brewery,North American Ale,Brooklyn,-1,6842,New York,Russian Imperial Stout,American-Style Stout
5.40,Year-round,3.75,Ashland Amber,Caldera Brewing,North American Ale,Ashland,-1,284,Oregon,American Amber / Red Ale,American-Style Amber/Red Ale
4.40,Fall,3.65,Harvest,Long Trail Brewing Co,North American Ale,Bridgewater Corners,13,758,Vermont,English Brown Ale,American-Style Brown Ale
5.50,Year-round,3.54,Toasted Lager,Blue Point Brewing,North American Lager,Patchogue,28,1852,New York,American Amber / Red Lager,American-Style Lager
-1,Year-round,3.64,ESB,Yazoo Brewing,British Ale,Nashville,-1,7,Tennessee,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
5.80,Limited (brewed once),3.92,Cold Mountain Winter Ale,Highland Brewing Company,Other Style,Asheville,-1,3,North Carolina,Winter Warmer,Winter Warmer
5.40,Spring,3.9,Orlio Seasonal India Pale Ale,Orlio Organic,North American Ale,South Burlington,56,34,Vermont,American IPA,American-Style India Pale Ale
5.80,Year-round,2.39,Mickey's Ice,Miller Brewing,North American Lager,Milwaukee,-1,109,Wisconsin,American Adjunct Lager,American-Style Light Lager
4.90,Summer,3.65,Workingman's Wheat,Amherst Brewing Company,German Ale,Amherst,-1,6,Massachusetts,German Hefeweizen,South German-Style Hefeweizen
5.20,Year-round,3.27,Angler Black Lager,Barley Creek Brewing,German Lager,Tannersville,-1,50,Pennsylvania,German Schwarzbier,German-Style Schwarzbier
5.20,Year-round,3.48,Bar Harbor Blueberry Ale,Atlantic Brewing Company,,Bar Harbor,-1,486,Maine,Fruit and Field Beer,
7.00,Spring,3.84,Aprihop,Dogfish Head Craft Brewery,Other Style,Milton,50,5004,Delaware,American IPA,Fruit Beer
5.16,Rotating,4.01,Donovan's Red,The Alchemist,North American Ale,Waterbury,-1,48,Vermont,Irish Red Ale,American-Style Amber/Red Ale
4.90,Year-round,3.59,Full Circle,New Holland Brewing Company,,Holland,-1,729,Michigan,German Kölsch,
4.90,Summer,3.4,Partly Sunny,Ithaca Beer Company,Other Style,Ithaca,-1,198,New York,Belgian Witbier,Light American Wheat Ale or Lager
6.70,Fall,3.84,Southern Tier Harvest Ale,Southern Tier Brewing Co,British Ale,Lakewood,-1,1771,New York,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
5.00,Year-round,3.37,Crooked Door,Dragonmead Microbrewery,North American Ale,Warren,-1,10,Michigan,American Amber / Red Ale,American-Style Amber/Red Ale
5.70,Summer,3.58,Patriot Porter,Liberty Steakhouse and Brewery,Irish Ale,Myrtle Beach,-1,6,South Carolina,American Porter,Porter
5.00,Year-round,3.75,Oosik Amber Ale,Midnight Sun Brewing Co.,North American Ale,Anchorage,11,34,Alaska,German Altbier,American-Style Amber/Red Ale
5.00,Year-round,3.57,Poor Richard's Tavern Spruce Ale,Yards Brewing,Other Style,Philadelphia,-1,601,Pennsylvania,Herb and Spice Beer,Herb and Spice Beer
6.70,Year-round,3.94,Red Barn Ale,The Lost Abbey,Belgian and French Ale,San Marcos,-1,1008,California,Belgian Saison,French & Belgian-Style Saison
4.20,Year-round,3.45,Patty's Chile Beer,Wynkoop Brewing,Other Style,Denver,-1,85,Colorado,Chile Beer,Fruit Beer
7.20,Winter,3.76,Phoenixx Double ESB,Real Ale Brewing Company,British Ale,Blanco,-1,319,Texas,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
11.00,Rotating,3.9,Golden Delicious,Captain Lawrence Brewing Company,Belgian and French Ale,Pleasantville,-1,645,New York,Belgian Tripel,Belgian-Style Tripel
5.40,Rotating,4.28,LeBleu,Ithaca Beer Company,,Ithaca,-1,452,New York,American Wild Ale,
9.00,Rotating,4.05,Unfiltered Double Simcoe IPA,Weyerbacher Brewing Company,North American Ale,Easton,-1,411,Pennsylvania,American Imperial IPA,Imperial or Double India Pale Ale
10.00,Winter,3.95,Hop Dam Triple IPA,Hoppin Frog Brewery,North American Ale,Akron,-1,358,Ohio,American Imperial IPA,Imperial or Double India Pale Ale
4.70,Year-round,3.41,Jack Whacker Wheat Ale,Tommyknocker Brewery and Pub,Other Style,Idaho Springs,-1,426,Colorado,American Pale Wheat Ale,Light American Wheat Ale or Lager
5.30,Year-round,3.05,Grizzly Wulff Wheat,Yellowstone Valley Brewing,,Billings,-1,27,Montana,German Kristalweizen,
5.20,Year-round,3.59,Smoke Jump Stout,Firehouse Brewing,North American Ale,Rapid City,-1,41,South Dakota,Irish Dry Stout,American-Style Stout
5.00,Year-round,3.54,Wigged Pig Wheat,Blue Cat Brew Pub,North American Lager,Rock Island,10.1,11,Illinois,American Pale Wheat Ale,American-Style Lager
-1,Rotating,3.86,Calumet Pils,Rowland's Calumet Brewery,,Chilton,-1,1,Wisconsin,German Pilsner,
4.60,Year-round,3.91,Locomotive Stout,Flatlander's Restaurant & Brewery,North American Ale,Lincolnshire,-1,3,Illinois,Irish Dry Stout,American-Style Stout
5.30,Year-round,3.7,Extra Pale Ale,Summit Brewing,North American Ale,Saint Paul,-1,1277,Minnesota,English Pale Ale,American-Style Pale Ale
7.50,Rotating,3.77,Capt'n Krunkles,Terrapin Beer Company,,Athens,-1,283,Georgia,American Black Ale,
6.80,Year-round,3.23,India Pale Ale,Faultline Brewing #2,North American Ale,Walnut Creek,-1,15,California,American IPA,American-Style Pale Ale
4.80,Year-round,3.78,Cole Porter,Magnolia Pub and Brewery,Irish Ale,San Francisco,-1,37,California,American Porter,Porter
8.00,Winter,3.37,Jack Frost Winter Doppelbock,Saxer Brewing,German Lager,Lake Oswego,-1,33,Oregon,German Doppelbock,Traditional German-Style Bock
4.10,Rotating,3.42,Blackwood Mountain Stout,Top of the Hill Restaurant and Brewery,North American Ale,Chapel Hill,-1,5,North Carolina,American Stout,American-Style Stout
3.90,Year-round,3.3,Amber,Carolina Brewery,North American Ale,Chapel Hill,-1,3,North Carolina,American Amber / Red Ale,American-Style Amber/Red Ale
5.90,Rotating,3.77,Tall Tale Pale Ale,Cambridge Brewing,North American Ale,Cambridge,-1,138,Massachusetts,American Pale Ale (APA),American-Style Pale Ale
11.00,Fall,4.05,Old Horizontal,Victory Brewing,North American Ale,Downingtown,-1,1926,Pennsylvania,American Barleywine,American-Style Barley Wine Ale
6.70,Year-round,4.06,Hop Devil India Pale Ale,Victory Brewing,North American Ale,Downingtown,-1,7517,Pennsylvania,American IPA,American-Style India Pale Ale
7.50,Year-round,4.04,Wipeout IPA,Port Brewing Company,North American Ale,San Marcos,-1,2007,California,American IPA,American-Style India Pale Ale
5.40,Year-round,3.34,Pale Ale,Minocqua Brewing Company,North American Ale,Minocqua,-1,21,Wisconsin,American Pale Ale (APA),American-Style Pale Ale
4.40,Year-round,3.81,Stovepipe Porter,Otter Creek Brewing & Wolaver's Organic Ales,Irish Ale,Middlebury,28,799,Vermont,American Porter,Porter
5.50,Year-round,3.59,Thomas Hooker Irish Red Ale,Thomas Hooker Brewing,Irish Ale,Bloomfield,21,204,Connecticut,Irish Red Ale,Irish-Style Red Ale
4.00,Year-round,2.35,Michelob Ultra Amber,Anheuser-Busch,North American Lager,Saint Louis,-1,379,Missouri,American Light Lager,American-Style Lager
7.50,Winter,4.02,Founders Black Rye,Founders Brewing,Other Style,Grand Rapids,78,1603,Michigan,Rye Beer,American Rye Ale or Lager
10.00,Rotating,3.78,Chateau Jiahu,Dogfish Head Craft Brewery,Other Style,Milton,10,1448,Delaware,Herb and Spice Beer,Herb and Spice Beer
5.00,Limited (brewed once),3.88,Piston Bitter,The Alchemist,British Ale,Waterbury,50,1,Vermont,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
5.00,Summer,3.44,White Ale,Mendocino Brewing - Saratoga Springs,Belgian and French Ale,Saratoga Springs,-1,149,New York,Belgian Witbier,Belgian-Style White
6.80,Year-round,3.96,Rye IPA,Dock Street Beer,North American Ale,West Philly,-1,184,Pennsylvania,Rye Beer,American-Style India Pale Ale
5.00,Summer,3.57,Summer Session,Dock Street Beer,Other Style,West Philly,-1,16,Pennsylvania,American Pale Wheat Ale,Light American Wheat Ale or Lager
3.20,Year-round,2.71,Hook & Ladder Lighter,Hook & Ladder Brewing Company,North American Lager,Silver Spring,-1,51,Maryland,German Kölsch,American-Style Light Lager
5.40,Year-round,3.59,Ridgeline Amber,Great Divide Brewing,North American Ale,Denver,-1,144,Colorado,Scottish Ale,American-Style Amber/Red Ale
6.00,Year-round,3.72,Yards Extra Special Ale,Yards Brewing,North American Ale,Philadelphia,-1,646,Pennsylvania,English Extra Special / Strong Bitter (ESB),American-Style Amber/Red Ale
5.00,Year-round,3.61,Fireman's Pail Ale,Pennichuck Brewing Company,North American Ale,Milford,-1,16,New Hampshire,American Pale Ale (APA),American-Style Pale Ale
7.10,Rotating,3.72,Pugsley's Signature Series Imperial Porter,Shipyard Brewing - Portland,Irish Ale,Portland,-1,271,Maine,American Imperial Porter,Porter
4.20,Year-round,3.18,Light Rail Ale,Wynkoop Brewing,North American Ale,Denver,-1,18,Colorado,American Pale Ale (APA),Golden or Blonde Ale
5.00,Year-round,3.56,Altbier,Southampton Publick House,German Ale,Southampton,-1,481,New York,German Altbier,German-Style Brown Ale/Altbier
4.50,Year-round,3.65,Portsmouth Lager,Smuttynose Brewing Co.,,Portsmouth,-1,251,New Hampshire,Vienna Lager,
6.50,Fall,3.89,Ichabod's Midnight Ride,Roy Pitz Brewing Company,Other Style,Chambersburg,-1,21,Pennsylvania,Pumpkin Beer,Pumpkin Beer
5.90,Year-round,3.88,Liberty Ale,Anchor Brewing,North American Ale,San Francisco,-1,3516,California,American IPA,American-Style Pale Ale
4.50,Rotating,3.73,Horseshoe Hefeweizen,Oak Creek Brewery,German Ale,Sedona,-1,33,Arizona,German Hefeweizen,South German-Style Hefeweizen
9.70,Rotating,4.14,Brewtality Espresso Black Bier,Midnight Sun Brewing Co.,,Anchorage,17,210,Alaska,German Schwarzbier,
5.00,Year-round,3.47,Wapiti Amber Ale,Mogollon Brewing Company,North American Ale,Flagstaff,-1,33,Arizona,American Amber / Red Ale,American-Style Amber/Red Ale
5.20,Year-round,3.77,Double Mountain Kolsch,Double Mountain Brewery & Taproom,,Hood River,-1,113,Oregon,German Kölsch,
7.00,Rotating,4.06,Abbey IPA,Sacramento Brewing Company,Belgian and French Ale,Sacramento,-1,1,California,Belgian IPA,Other Belgian-Style Ales
5.40,Rotating,4.23,Sacramento Nut Brown Ale,Sacramento Brewing Company,North American Ale,Sacramento,-1,1,California,American Brown Ale,American-Style Brown Ale
5.30,Year-round,4.01,Survival Stout,Hopworks Urban Brewery,British Ale,Portland,35,330,Oregon,American Stout,Oatmeal Stout
-1,Year-round,3.06,Estes Park Gold,Estes Park Brewery,North American Ale,Estes Park,-1,23,Colorado,American Blonde Ale,Golden or Blonde Ale
4.30,Rotating,3.69,Ports Pale Ale,Valley Brewing Company,North American Ale,Stockton,-1,2,California,English Pale Ale,American-Style Pale Ale
5.95,Spring,3.67,Boulevard Maibock,Boulevard Brewing Company,German Lager,Kansas City,-1,12,Missouri,German Maibock,German-Style Heller Bock/Maibock
-1,Year-round,3.71,Capital Bavarian Lager,Capital Brewery,,Middleton,-1,92,Wisconsin,German Helles,
-1,Year-round,3.39,Lucky 393 Grand Cru,Copper Kettle Brewery,Belgian and French Ale,Millmont,-1,2,Pennsylvania,Belgian Strong Dark Ale,Belgian-Style Dark Strong Ale
-1,Year-round,4.03,Eislin Dubbel,Copper Kettle Brewery,Belgian and French Ale,Millmont,-1,2,Pennsylvania,Belgian Dubbel,Belgian-Style Dubbel
6.40,Rotating,3.59,Dead Man Walkin' IPA,Crabby Larry's Brewpub Steak & Crab House,North American Ale,Chalfont,-1,7,Pennsylvania,American IPA,American-Style India Pale Ale
4.50,Summer,2.87,Capital Rustic Ale,Capital Brewery,North American Ale,Middleton,-1,45,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
5.00,Year-round,0,Yorkshire Brown,The Livery,,Benton Harbor,-1,0,Michigan,English Brown Ale,
6.20,Year-round,3.65,Bluejackets Best,The Livery,British Ale,Benton Harbor,-1,3,Michigan,English India Pale Ale (IPA),English-Style India Pale Ale
5.00,Year-round,3.8,Millennium Lager,Back Road Brewery,German Lager,LaPorte,-1,8,Indiana,American Adjunct Lager,German-Style Pilsener
5.50,Year-round,3.4,Duck-Rabbit Amber Ale,Duck-Rabbit Craft Brewery,North American Ale,Farmville,-1,542,North Carolina,American Amber / Red Ale,American-Style Amber/Red Ale
5.00,Year-round,3.93,Bhagwan's Best IPA,Big Time Brewing,North American Ale,Seattle,-1,58,Washington,American IPA,American-Style India Pale Ale
5.20,Year-round,3.51,Black Hawk Stout,Mendocino Brewing - Hopland,North American Ale,Hopland,-1,659,California,Irish Dry Stout,American-Style Stout
5.60,Year-round,3.51,Total Eclipse Black Ale,Hoppy Brewing Company,North American Ale,Sacramento,-1,99,California,American Black Ale,American-Style Stout
6.50,Fall,3.59,IPA,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",North American Ale,Berkeley,-1,1,California,American IPA,American-Style India Pale Ale
5.20,Rotating,3.43,Hefe Weizen,Faultline Brewing #2,German Ale,Walnut Creek,-1,5,California,German Hefeweizen,South German-Style Hefeweizen
-1,Year-round,3.64,Pale Ale,Hubcap Brewery and Kitchen,North American Ale,Vail,-1,1,Colorado,American IPA,American-Style Pale Ale
7.20,Fall,3.62,Powder Hound Winter Ale,Big Sky Brewing,British Ale,Missoula,-1,542,Montana,Winter Warmer,Old Ale
5.30,Rotating,3.85,Edel-Pils,New Glarus Brewing Company,North American Lager,New Glarus,-1,310,Wisconsin,Bohemian Pilsener,American-Style Lager
7.50,Rotating,4.1,Hop Wallop,Victory Brewing,North American Ale,Downingtown,-1,3755,Pennsylvania,American IPA,Imperial or Double India Pale Ale
5.30,Summer,3.33,Samuel Adams Summer Ale,Boston Beer Company,Other Style,Boston,-1,5700,Massachusetts,American Pale Wheat Ale,Light American Wheat Ale or Lager
9.30,Rotating,3.64,Prophecy,Weyerbacher Brewing Company,Belgian and French Ale,Easton,-1,172,Pennsylvania,Belgian Tripel,Belgian-Style Tripel
10.20,Limited (brewed once),3.65,Twelve,Weyerbacher Brewing Company,North American Ale,Easton,-1,213,Pennsylvania,American Barleywine,American-Style Barley Wine Ale
5.40,Spring,2.94,Rising Moon Spring Ale,Coors Brewing - Golden Brewery,North American Ale,Golden,-1,351,Colorado,American Amber / Red Ale,American-Style Amber/Red Ale
